outfitID,items,look,season,occasion
b23,"p113,p114,p115,p116","Quiet luxury old money style: navy knit cardigan with light beige wide-leg trousers, minimalist color palette combined with exquisite button details, high-end texture with a relaxed, upscale feel.",Spring,Home
b24,"p117,p118,p119,p120,p121,p122,p123","Korean trendy style: olive green knit cardigan with distressed wide-leg trousers, chain and silk scarf decorations add trendy details, distinct style for daily street wear.",Autumn/Winter,Social
b25,"p124,p125,p126,p127,p128,p129","Commuter casual style: khaki short-sleeve top with dark wide-leg trousers, leopard print shoes and crossbody bag accents, comfortable and effortless, suitable for daily scenarios.",Spring/Summer,Travel
b26,"p130,p131,p132,p133,p134,p135","Quiet luxury old money style: plaid jacket paired with light beige wide-leg trousers, leather collar and matching hat, soft color palette with steady texture, showing a relaxed, upscale feel.",Autumn,School
b27,"p136,p137,p138,p139","Commuter casual style: burgundy plaid shirt layered over a white inner piece, paired with light beige wide-leg trousers, belt accents enhance the styling, comfortable and effortless for daily wear.",Autumn,Social
b28,"p140,p141,p142,p143,p144,p145","Korean trendy style: light gray graphic hooded sweatshirt with black wide-leg trousers, plush hat accessory adds trendy details, distinct style suitable for daily street wear.",Autumn/Winter,Home
b29,"p146,p147,p148,p149,p150,p151,p152","Commuter casual style: olive green textured knit top with light beige wide-leg trousers, crossbody bag accents, overall comfortable and effortless, suitable for daily commuting.",Spring,Travel
b30,"p153,p154,p155,p156,p157","American vintage style: military green fur-collar jacket with distressed jeans, boots and crossbody bag reinforce the vintage vibe, heavy silhouette with a classic street texture.",Autumn/Winter,Home
b31,"p158,p159,p160,p161","Outdoor techwear style: distressed denim jacket paired with multi-pocket cargo pants, metal buttons on the jacket and 3D pockets on the pants reinforce the utility design, overall style is rugged and functional.",Autumn,Sports
b32,"p162,p163,p164,p165","Avant-garde deconstructed style: plaid and denim spliced jacket with black wide-leg trousers, mixed-material design and metal hanging accessories highlight the niche silhouette, distinct deconstructed tone.",Autumn,Social
b33,"p166,p167,p168,p169","Quiet luxury old money style: light khaki fur-collar jacket with black wide-leg trousers, soft color palette combined with textured fabric, showing a relaxed and steady upscale vibe.",Autumn/Winter,Home
b34,"p170,p171,p172,p173,p174","Commuter casual style: black quilted jacket with dark brown wide-leg trousers, minimalist silhouette and hanging accessory details balance comfort and style, suitable for daily commuting.",Autumn/Winter,Travel
b35,"p175,p176,p177,p178","American vintage style: distressed denim jacket with black wide-leg trousers, vintage wash texture combined with classic jacket silhouette, effortless street style.",Autumn,School
b36,"p179,p180,p181,p182","Outdoor techwear style: olive green jacket with blue sleeves paired with multi-pocket cargo pants, functional pockets on the jacket and 3D pockets on the pants reinforce utility, rugged style suitable for outdoor scenarios.",Spring,Sports
b37,"p183,p184,p185","Avant-garde deconstructed style: distressed denim set, irregular panels and zipper details break the conventional silhouette, prominent niche design with a distinct deconstructed tone.",Autumn/Winter,Travel
b38,"p186,p187,p188,p189,p190","Quiet luxury old money style: black crocodile-embossed trench coat with black wide-leg trousers, textured fabric combined with an exquisite belt, unified color palette showing a steady, high-end upscale vibe.",Autumn/Winter,Social
b39,"p191,p192,p193,p194","Korean trendy style: white fur-collar jacket with distressed cargo pants, rhinestone and chain details add a trendy feel, eye-catching look suitable for daily street wear.",Autumn/Winter,Sports
b40,"p195,p196,p197,p198,p199","Outdoor techwear style: dark green shell jacket paired with black outdoor trousers, matching trekking poles and backpack reinforce functionality, fabric and silhouette are both suitable for outdoor scenarios with prominent utility.",Autumn/Winter,Travel
b41,"p200,p201,p202,p203","Outdoor techwear: dark green long-sleeve top paired with light gray outdoor trousers, minimalist silhouette combined with functional fabric, suitable for light outdoor activities, casual and practical.",Spring,School
b42,"p204,p205,p206,p207","Outdoor techwear: khaki shell jacket, jacket and cargo pants, multi-pocket and drawstring design enhances functionality, monochromatic coordination, suitable for outdoor settings.",Autumn,Travel
b43,"p208,p209,p210,p211","Outdoor techwear: black jacket paired with olive green cargo pants, side zipper and crossbody bag details highlight practical design, clean silhouette suitable for daily light outdoor wear.",Autumn/Winter,Home
b44,"p212,p213,p214,p215,p216,p217,p218","Outdoor techwear: khaki shell jacket with black cargo pants, trekking poles and backpack reinforce outdoor attributes, protective mask and glove details enhance functionality, suitable for professional outdoor scenarios.",Autumn/Winter,Travel
b45,"p219,p220,p221,p222","Outdoor techwear: turmeric shell jacket with light gray outdoor trousers, multi-zipper pocket design enhances utility, sharp color contrast, vibrant style suitable for outdoor activities.",Spring,Sports
b46,"p223,p224,p225,p226","Outdoor techwear: dark gray and yellow color-block long-sleeve top paired with turmeric cargo pants, half-zip design and drawstring pockets enhance utility, fabric suitable for light outdoor activities, casual and functional.",Spring,Sports
b47,"p227,p228,p229,p230,p231","Outdoor techwear: brown and khaki color-block shell jacket with black outdoor trousers, trekking pole and backpack details highlight professional outdoor attributes, color-blocked silhouette adds depth, suitable for hiking and other outdoor activities.",Autumn/Winter,Travel
b48,"p232,p233,p234,p235,p236,p237","Outdoor techwear: gray and black color-block down jacket with black cargo pants, quilting technique and trekking pole pairing balance warmth and utility, suitable for cold-weather outdoor scenarios.",Autumn/Winter,Travel
b49,"p238,p239,p240,p241","Outdoor techwear: light gray and blue color-block hooded top with navy outdoor trousers, contrast pockets and loose fit, comfortable and casual, suitable for daily light outdoor wear.",Spring,Home
b50,"p242,p243,p244,p245,p246","Outdoor techwear: olive green short-sleeve top with light khaki shorts, yellow waist bag enhances practical details, lightweight silhouette, suitable for summer outdoor casual scenarios.",Summer,Sports
b51,"p247,p248,p249,p250,p251","Outdoor techwear: navy and gray color-block short-sleeve top paired with light gray shorts, 'OUTDOORS' lettering and functional fabric suitable for light outdoor activities, casual and practical.",Summer,Home
b52,"p252,p253,p254,p255","Quiet luxury: black loose jacket with matching wide-leg trousers, textured fabric combined with minimalist silhouette, monochromatic tone creates a calm and relaxed sophisticated vibe.",Autumn/Winter,Home
b53,"p256,p257,p258,p259,p260","Commuter casual: light khaki jacket layered over a white shirt, paired with dark blue wide-leg jeans, clean and comfortable look, suitable for daily commuting.",Spring,Travel
b54,"p261,p262,p263,p264,p265","Commuter casual: light gray half-zip knit top with dark brown wide-leg trousers, soft fabric combined with loose fit, comfortable and casual, suitable for daily wear.",Autumn,School
b55,"p266,p267,p268,p269,p270","American vintage: dark gray duffle coat with black wide-leg trousers, classic coat silhouette combined with uniform color, vintage texture with a relaxed vibe.",Autumn/Winter,Social
b56,"p271,p272,p273,p274","American vintage: burgundy reindeer jacquard sweater paired with light blue wide-leg jeans, vintage jacquard pattern combined with classic denim silhouette, winter casual vintage aesthetic.",Autumn,Home
b57,"p275,p276,p277,p278","American vintage: dark green reindeer jacquard sweater with distressed wide-leg jeans, dark tones echo the vintage jacquard, sophisticated style with a winter casual vibe.",Autumn/Winter,Home
b58,"p279,p280,p281,p282,p283","Quiet luxury: light khaki faux-fur collar jacket layered over a white shirt, paired with black corduroy wide-leg trousers, textured fabric and soft tones create a relaxed sophisticated look.",Autumn/Winter,Travel
b59,"p284,p285,p286,p287","Commuter casual: gray plaid shirt layered over a white inner top, paired with black cargo wide-leg trousers, clean and comfortable silhouette, suitable for daily commuting.",Spring,School
b60,"p288,p289,p290,p291","Korean trendy: black leather jacket layered over an off-white shirt, paired with dark gray cargo wide-leg trousers, leather fabric combined with cargo elements, edgy and suitable for daily street style.",Autumn,Social
b61,"p292,p293,p294,p295","American vintage: military green jacket layered over a white shirt, paired with light blue wide-leg jeans, classic jacket silhouette combined with denim pieces, inherent casual vintage aesthetic.",Spring,Travel
b62,"p296,p297,p298,p299","American vintage: beige-brown jacquard sweater with distressed dark brown corduroy pants, vintage jacquard pattern echoes the distressed fabric, sophisticated style with a winter casual vibe.",Autumn/Winter,Home
b63,"p300,p301,p302,p303","Korean trendy: black leather jacket layered over a white shirt, paired with khaki cargo wide-leg trousers, leather fabric combined with cargo elements, edgy and suitable for daily street style.",Autumn,Social
b64,"p304,p305,p306,p307,p308","Korean trendy: black leather jacket layered over a blue shirt, paired with dark brown cargo wide-leg trousers, contrast between dark and light tones enhances the look, distinct style suitable for daily wear.",Autumn,Travel
b65,"p309,p310,p311,p312,p313","Avant-garde deconstructed: gray and black diamond-pattern knit jacket with black wide-leg trousers, metal charms and leather bag accents, unique design sense, distinct deconstructed aesthetic.",Autumn/Winter,Travel
b66,"p314,p315,p316,p317","Avant-garde deconstructed: plaid shirt with side stripe decoration paired with dark brown corduroy cargo pants, silk scarf and metal charm details break conventional silhouettes, unique design sense, distinct deconstructed aesthetic.",Autumn,School
b67,"p318,p319,p320,p321","American vintage: plaid shirt layered over a white inner top, paired with distressed light khaki wide-leg trousers, leather charms and belt reinforce the vintage vibe, relaxed look with a street-style casual aesthetic.",Spring,Home
b68,"p322,p323,p324,p325,p326","Korean trendy: gray and black leopard-print sweater with off-white cargo pants, metal charm details, trendy elements combined with loose fit, suitable for daily street style.",Spring,Social
b69,"p327,p328,p329,p330,p331","Commuter casual: black and white striped short-sleeve top with dark gray wide-leg trousers, beret and crossbody bag accessories add a casual feel, comfortable silhouette suitable for daily commuting.",Summer,Home
b70,"p332,p333,p334,p335,p336,p337","Outdoor techwear: gray-brown hooded top with camouflage cargo pants, side stripes and metal charm details enhance practical design, overall rugged style, suitable for light outdoor activities.",Autumn/Winter,Travel
b71,"p338,p339,p340,p341,p342,p343,p344","Avant-garde deconstructed: brown-toned hooded top paired with dark brown corduroy cargo pants, plaid inner layer and crossbody bag details break conventional silhouettes, unique design sense, distinct deconstructed aesthetic.",Autumn,Travel
b72,"p345,p346,p347,p348,p349","Outdoor techwear: black jacket with matching striped cargo pants, minimalist silhouette combined with practical pockets, rugged style suitable for light outdoor activities.",Autumn,Sports
b73,"p350,p351,p352,p353,p354,p355","Quiet luxury: gray knit baseball jacket with light khaki wide-leg trousers, textured fabric combined with soft tones, creates a relaxed and calm sophisticated vibe.",Spring,School
b74,"p356,p357,p358,p359,p360,p361,p362,p363,p364","Korean trendy: black baseball jacket layered over a leopard-print shirt, paired with distressed denim wide-leg trousers, leopard print and metal charm details reinforce the edgy look, suitable for daily street style.",Autumn/Winter,Social
b75,"p365,p366,p367,p368,p369","Commuter casual: black quilted jacket with off-white cargo pants, minimalist silhouette combined with comfortable fabric, suitable for daily commuting.",Autumn/Winter,Home
b76,"p370,p371,p372,p373","American vintage: brown plaid shirt-jacket paired with light khaki wide-leg trousers, metal-button pockets and charm details reinforce the vintage texture, relaxed look with a street-style casual aesthetic.",Autumn,Home
b77,"p374,p375,p376,p377,p378,p379,p380","Commuter casual: dark gray hooded sweatshirt layered over a plaid shirt, paired with black wide-leg trousers, comfortable silhouette combined with minimalist tones, suitable for daily commuting.",Autumn/Winter,Travel
b78,"p381,p382,p383,p384","Korean trendy: navy and red color-block collar sweatshirt with off-white wide-leg trousers, print decoration and contrast collar reinforce the trendy feel, distinct style suitable for daily street wear.",Spring,School
b79,"p385,p386,p387,p388,p389","Commuter casual: off-white shirt-jacket layered over a red plaid inner top, paired with light khaki wide-leg trousers, loose and comfortable silhouette, soft and coordinated color palette, suitable for daily commuting.",Spring,Social
b80,"p390,p391,p392,p393,p394","Quiet luxury: navy duffle knit cardigan with dark gray wide-leg trousers, textured fabric combined with classic duffle toggle design, creates a relaxed and calm sophisticated vibe.",Autumn,Home
b81,"p395,p396,p397,p398,p399,p400,p401,p402","Quiet Luxury Old Money: Brown toggle-button knit cardigan with dark brown wide-leg trousers; textured fabric meets classic toggle design, monochromatic styling for a relaxed, sophisticated aesthetic.",Autumn,Travel
b82,"p403,p404,p405,p406,p407,p408",Commuter Casual: Off-white toggle-button knit cardigan layered over a plaid shirt with dark gray cargo wide-leg trousers; comfortable fit and soft tones for daily commuting.,Spring,Travel
b83,"p409,p410,p411,p412,p413,p414,p415","Avant-Garde Deconstructed: Gray knit cardigan with plaid pocket details paired with dark gray cargo wide-leg trousers; mixed materials and metal charms break conventional silhouettes for a niche, design-forward look.",Autumn,Home
b84,"p416,p417,p418,p419,p420","Korean Streetwear: Black knit cardigan with leather pocket details and dark gray wide-leg trousers; leather elements and cross charms enhance the edgy vibe, perfect for daily wear.",Autumn/Winter,Social
b85,"p421,p422,p423,p424,p425","Outdoor Techwear: Gray and black striped sweater with black cargo wide-leg trousers; multi-pocket design and metal charms emphasize utility, rugged style for light outdoor activities.",Autumn,School
b86,"p426,p427,p428,p429","Quiet Luxury Old Money: Black snowflake-pattern faux fur collar jacket with matching wide-leg trousers; fur collar adds texture, monochromatic tone for a sophisticated, premium look, ideal for winter leisure.",Winter,Sports
b87,"p430,p431,p432,p433,p434","American Retro: Khaki toggle-button coat layered over a white top, with a plaid scarf and dark blue jeans; classic coat silhouette meets vintage plaid for a winter casual vibe.",Winter,Travel
b88,"p435,p436,p437,p438,p439,p440",Commuter Casual: Dark brown toggle-button coat layered over a plaid shirt with off-white wide-leg trousers; relaxed fit and soft tones for daily commuting.,Autumn,Social
b89,"p441,p442,p443,p444,p445,p446,p447","Korean Streetwear: Dark gray toggle-button coat with a light green inner layer and color-block scarf; minimalist yet trendy, perfect for daily wear.",Winter,Home
b90,"p448,p449,p450,p451,p452","Quiet Luxury Old Money: Dark gray toggle-button coat with wide-leg trousers and a layered striped sweater; monochromatic styling for a relaxed, sophisticated winter formal-casual look.",Autumn,Social
b91,"p453,p454,p455,p456,p457","Outdoor Techwear: Navy cargo jacket with wide-leg trousers; metal buckle accents and multi-pocket design enhance utility, rugged style for light outdoor activities.",Spring,Travel
b92,"p458,p459,p460,p461,p462","Outdoor Techwear: Dark gray cargo jacket with wide-leg trousers; distressed fabric and multi-pocket design combine vintage appeal with utility, ideal for light outdoor wear.",Autumn,Home
b93,"p463,p464,p465,p466","Quiet Luxury Old Money: Black leather jacket with matching wide-leg trousers; minimalist silhouette and textured fabric in a monochromatic tone for a sophisticated, premium look.",Autumn,Social
b94,"p467,p468,p469,p470,p471",Commuter Casual: Gray and white color-block hoodie with matching shorts; relaxed fit and soft tones for summer daily commuting.,Summer,Home
b95,"p472,p473,p474,p475,p476,p477",Korean Streetwear: Light khaki jacket layered over a blue shirt with dark brown cargo shorts; contrast cuffs and layered styling for a trendy summer look.,Summer,Travel
b96,"p478,p479,p480,p481","Korean Streetwear: Black jacket layered over a light gray top with matching wide-leg trousers; blue plaid cuffs and waist details add a trendy, distinct edge for daily wear.",Autumn,School
b97,"p482,p483,p484,p485,p486","American Retro: Navy splatter-print denim set including jacket and wide-leg trousers; leather collar and distressed splatter elements for a vintage, effortless vibe.",Autumn,Home
b98,"p487,p488,p489,p490","American Retro: Navy splatter-print denim set including jacket and wide-leg trousers, layered with a black top and leather crossbody bag; vintage elements and accessories for a relaxed, casual style.",Autumn,Travel
b99,"p491,p492,p493,p494,p495,p496","Avant-Garde Deconstructed: Brown splatter-print cargo set including jacket and wide-leg trousers; contrast inner layer and irregular splatter details break conventional silhouettes for a niche, design-forward look.",Autumn,Social
b100,"p497,p498,p499,p500,p501",Commuter Casual: Light brown knit cardigan layered over gray and white tops with dark brown wide-leg trousers; soft fabric and relaxed fit for comfortable daily commuting.,Spring,Home
b101,"p502,p503,p504,p505,p506","American Retro: Gray knit cardigan layered over a light gray top with light green distressed wide-leg trousers; scarf and distressed details for a vintage, effortless vibe.",Summer,Home
b102,"p507,p508,p509,p510,p511,p512",Outdoor Techwear: Dark brown cargo set including jacket and shorts; multi-pocket design and crossbody bag enhance utility for light outdoor activities.,Summer,Travel
b103,"p513,p514,p515,p516,p517,p518","Outdoor Techwear: Light khaki cargo set including jacket and shorts; hooded design and drawstring details for added functionality, soft tones for light outdoor wear.",Summer,Home
b104,"p519,p520,p521,p522","Commuter Casual: Dark brown long trench coat with matching wide-leg trousers; drawstring waist for comfort and shape, ideal for daily commuting.",Winter,Travel
b105,"p523,p524,p525,p526,p527","Quiet Luxury Old Money: Light khaki long trench coat with matching wide-leg trousers, layered with a color-block top and leather crossbody bag; textured fabric for a relaxed, premium vibe.",Autumn,Social
b106,"p528,p529,p530,p531","Quiet Luxury Old Money: Brown trench coat set including coat and wide-leg trousers, layered with gray and white tops; textured fabric and metal buckle details for a relaxed, sophisticated look.",Winter,Home
b107,"p532,p533,p534,p535,p536,p537","Korean Streetwear: Black trench coat with matching wide-leg trousers, layered with a color-block knit cardigan; all-black base and layered styling for an edgy, trendy look.",Winter,Social
b108,"p538,p539,p540,p541",Commuter Casual: Gray knit vest layered over a light gray short-sleeve top with dark gray cargo wide-leg trousers; relaxed fit and soft tones for daily commuting.,Summer,School
b109,"p542,p543,p544,p545","Outdoor Techwear: Black leather jacket with dark gray cargo wide-leg trousers; multi-pocket and metal hardware for a rugged, functional outdoor look.",Autumn,Home
b110,"p546,p547,p548,p549,p550","Korean Streetwear: Brown leather jacket with black wide-leg trousers, accented with a leather crossbody bag and ankle boots; trendy elements and relaxed fit for daily wear.",Autumn,Travel
b111,"p551,p552,p553,p554,p555","American Retro: Light green distressed denim set including jacket and wide-leg trousers, layered with a gray-black top; scarf and distressed details for a vintage, effortless vibe.",Spring,Home
b112,"p556,p557,p558,p559","American Retro: Light blue distressed denim set including jacket and wide-leg trousers, layered with a black plaid top; distressed wash for a vintage, casual atmosphere.",Spring,Travel
b113,"p560,p561,p562,p563,p564","Commuter Casual: Black down jacket with distressed denim wide-leg trousers, layered with a hoodie and black bag; voluminous fit for warmth and comfort, ideal for winter commuting.",Winter,Home
b114,"p565,p566,p567,p568","Korean Streetwear: Gray, white, and brown striped sweater layered over a denim shirt with distressed denim wide-leg trousers; metal charms for a trendy edge, perfect for daily wear.",Autumn,School
b115,"p569,p570,p571,p572,p573","Commuter Casual: Brown and blue striped sweater layered over a blue shirt with khaki wide-leg trousers; beret accessory, soft tones and relaxed fit for daily commuting.",Autumn,Home
b116,"p574,p575,p576,p577,p578","Outdoor Techwear: Brown corduroy down jacket with black cargo wide-leg trousers; belt detail, thick fabric, and multi-pocket design for winter light outdoor activities.",Winter,Travel
b117,"p579,p580,p581,p582,p583,p584,p585","Korean Streetwear: Black plush-texture jacket with matching wide-leg trousers, layered with gray and white tops and a black bag; all-black base and layered styling for an edgy, trendy look.",Winter,Home
b118,"p586,p587,p588,p589,p590","American Retro: Black quilted jacket layered over a light blue denim shirt with distressed denim wide-leg trousers; glove accessory for a vintage, relaxed, and effortless vibe.",Winter,Travel
b119,"p591,p592,p593,p594,p595,p596","Commuter Casual: Off-white quilted jacket with black wide-leg trousers; scarf accessory for warmth, soft tones and relaxed fit for winter daily commuting.",Winter,Home
b120,"p597,p598,p599,p600,p601","Quiet Luxury Old Money: Brown wool coat with black wide-leg trousers, layered with a hoodie and silk scarf; textured fabric and refined details for a relaxed, sophisticated vibe.",Winter,Social
b121,"p602,p603,p604,p605,p606","Quiet Luxury Old Money: Black wool coat layered over a grey hooded shirt, paired with grey wide-leg trousers, accented with a plaid silk scarf for refined detail, featuring textured fabrics for a relaxed and sophisticated aesthetic.",Winter,Home
b122,"p607,p608,p609,p610,p611","Korean Trendy: Brown-grey plaid faux fur coat paired with black wide-leg trousers, layered over a black top with a brown scarf, featuring faux fur texture and color-blocking for a cool, street-ready look.",Winter,Travel
b123,"p612,p613,p614,p615,p616,p617,p618","American Retro: Brown-grey plaid faux fur coat layered over a denim shirt, paired with black wide-leg trousers, accented with a silk scarf and black bag for a casual, vintage-inspired style.",Winter,Social
b124,"p619,p620,p621,p622,p623,p624","Commuter Casual: Brown-toned faux fur jacket paired with black wide-leg trousers, layered over a black top with a belt, featuring a relaxed fit and soft tones suitable for daily commuting.",Autumn,Home
b125,"p625,p626,p627,p628,p629","Outdoor Tech: Grey-toned faux fur jacket paired with distressed wide-leg jeans, layered over a black top with a black bag and gloves for added utility, featuring a rugged style for light outdoor activities.",Autumn,School
b126,"p630,p631,p632,p633,p634","American Retro: Brown-toned corduroy vest layered over a light blue denim shirt, paired with matching wide-leg trousers, accented with a black scarf for a relaxed, vintage-inspired aesthetic.",Autumn,Travel
b127,"p635,p636,p637,p638,p639","Korean Trendy: Black faux fur patchwork jacket paired with distressed wide-leg jeans, layered over a plaid shirt, accented with metal charms for a trendy, street-ready look.",Autumn,Home
b128,"p640,p641,p642,p643,p644","Quiet Luxury Old Money: Grey wool coat layered over a hooded top, paired with light blue wide-leg jeans, combining textured fabrics and a classic silhouette for a relaxed, sophisticated aesthetic.",Winter,Home
b129,"p645,p646,p647,p648,p649,p650","Commuter Casual: Grey wool coat layered over a light grey top, paired with matching wide-leg trousers, accented with a silk scarf and black bag for a polished, daily commute look.",Winter,Social
b130,"p651,p652,p653,p654,p655","Outdoor Tech: Brown-toned glossy down jacket paired with matching cargo wide-leg trousers, featuring multi-pocket design for utility, with a glossy finish and relaxed fit for winter outdoor activities.",Winter,Travel
b131,"p656,p657,p658,p659,p660,p661","Commuter Casual: Black glossy down jacket paired with matching wide-leg culottes, layered over a light grey top, combining warmth and style for winter daily commuting.",Winter,Home
b132,"p662,p663,p664,p665,p666","Quiet Luxury Old Money: Brown-toned faux fur coat paired with matching wide-leg trousers, accented with a black bag, featuring textured fabrics for a relaxed and sophisticated aesthetic.",Winter,Travel
b133,"p667,p668,p669,p670,p671,p672,p673","Korean Trendy: Brown-toned faux fur coat layered over a hooded plaid top, paired with black wide-leg trousers, accented with a black bag for a cool, street-ready look.",Winter,Social
b134,"p674,p675,p676,p677,p678,p679","American Retro: Black faux fur coat paired with distressed wide-leg jeans, accented with a beanie and black bag for a casual, vintage-inspired style.",Winter,Home
b135,"p680,p681,p682,p683,p684","Outdoor Tech: Black patchwork jacket paired with matching wide-leg trousers, featuring a hooded top and large black bag, with multi-material construction and functional accessories for light outdoor activities.",Winter,Travel
b136,"p685,p686,p687,p688","Outdoor Tech: Light khaki jacket with shearling collar paired with dark brown cargo wide-leg trousers, featuring multi-pocket design and shearling collar for warmth and texture, suitable for winter outdoor activities.",Autumn,Travel
b137,"p689,p690,p691,p692,p693,p694","Commuter Casual: Black patchwork long jacket paired with light blue wide-leg jeans, accented with a large black bag for utility, featuring a relaxed fit and all-black base for daily commuting.",Winter,Home
b138,"p695,p696,p697,p698,p699","Quiet Luxury Old Money: Grey-toned glossy down jacket layered over a brown top, paired with matching wide-leg trousers, featuring textured fabrics and a monochromatic palette for a relaxed, sophisticated aesthetic.",Winter,Travel
b139,"p700,p701,p702,p703,p704","Korean Trendy: Black glossy down jacket layered over a white top, paired with matching wide-leg trousers, featuring an all-black layered look for a cool, street-ready style.",Winter,Home
b140,"p705,p706,p707,p708","American Retro: Light blue distressed denim set including a shirt and wide-leg trousers, accented with a belt for a vintage, casual aesthetic.",Spring,Social
b141,"p709,p710,p711,p712,p713,p714","American Retro: Brown-toned corduroy set including a shirt and wide-leg trousers, accented with a belt, silk scarf, and black bag for a vintage, casual aesthetic.",Autumn,Travel
b142,"p715,p716,p717,p718,p719","Commuter Casual: Light brown cable-knit sweater layered over a blue shirt, paired with dark green wide-leg jeans, accented with a silk scarf for a soft, daily commute look.",Autumn,Home
b143,"p720,p721,p722,p723,p724,p725,p726","Quiet Luxury Old Money: Dark grey cable-knit sweater paired with khaki wide-leg trousers, accented with a brown hat and leather crossbody bag, featuring textured fabrics and a monochromatic palette for a sophisticated aesthetic.",Winter,Home
b144,"p727,p728,p729,p730","Korean Trendy: Brown-toned tweed jacket layered over a brown turtleneck, paired with black wide-leg trousers, accented with metal charms for a trendy, street-ready look.",Autumn,Social
b145,"p731,p732,p733,p734","Korean Trendy: Brown-toned tweed jacket layered over a white shirt, paired with black wide-leg trousers, accented with a belt and necklace for a stylish, street-ready look.",Autumn,School
b146,"p735,p736,p737,p738,p739,p740","Outdoor Tech: Black glossy down jacket paired with matching wide-leg trousers, accented with gloves and a baseball cap for utility, featuring a glossy finish and relaxed fit for winter outdoor activities.",Winter,Travel
