outfitID,items,look,season,occasion
b27,"p157,p158,p159,p160,p161","Sophisticated urban style: off-white long down jacket with matching straight-leg trousers, paired with handbag, monochromatic fluffy silhouette, warm and refined",Winter,Social
b28,"p162,p163,p164,p165,p166,p167","Premium commute style: dark brown long coat with black top, paired with black maxi skirt and handbag, full of professional elegance",Autumn/Winter,Home
b29,"p168,p169,p170,p171,p172","Minimalist neutral style: black cropped jacket with black straight-leg trousers, paired with black handbag, all-black basic outfit with minimalist accessories, neutral style for multiple occasions",Autumn,School
b30,"p173,p174,p175,p176","Minimalist neutral style: light gray cropped jacket with black wide-leg trousers, paired with handbag, cool-toned loose silhouette, full of neutral casual vibes",Winter,Social
b31,"p177,p178,p179,p180,p181","Trendy street avant-garde style: dark gray cropped jacket with black wide-leg trousers, paired with handbag, cool-toned oversized silhouette, full of street style",Winter,Social
b32,"p182,p183,p184,p185,p186","Denim casual style: black cropped jacket with denim wide-leg trousers, paired with minimalist top, suitable for casual daily wear",Autumn/Winter,Travel
b33,"p187,p188,p189,p190,p191","Minimalist neutral style: white cropped jacket with black wide-leg trousers, paired with minimalist top, light-dark contrast basic style, minimalist and premium neutral look",Winter,Home
b34,"p192,p193,p194,p195,p196","Vintage collegiate style: dark gray cropped jacket with plaid skirt, paired with slouchy socks and ankle boots, plaid elements with vintage accessories, collegiate vibe",Autumn,School
b35,"p197,p198,p199,p200,p201,p202","Vintage collegiate style: dark brown cropped jacket with plaid skirt, paired with slouchy socks and ankle boots, vintage plaid color scheme",Autumn/Winter,Social
b36,"p203,p204,p205,p206,p207,p208","Vintage collegiate style: dark knitwear with plaid skirt, paired with slouchy socks and knee-high boots, knit piece with plaid elements, full of vintage collegiate vibe",Winter,Business
b37,"p209,p210,p211,p212,p213","Sophisticated urban style: tan long coat with matching maxi skirt, paired with minimalist top, monochromatic styling with soft textures, full of gentle elegance",Winter,Travel
b38,"p214,p215,p216,p217,p218,p219","Sophisticated urban style: beige-yellow long coat with black wide-leg trousers, paired with brown handbag, warm-toned loose silhouette, suitable for daily commute",Autumn/Winter,Home
b39,"p220,p221,p222,p223,p224,p225,p226,p227","Sweet-cool girl style: dark gray cropped down jacket with black mini skirt, paired with knee-high socks and platform boots, fluffy jacket with girlish accessories, sweet-cool balance",Autumn,Social
b40,"p228,p229,p230,p231,p232","Sweet-cool girl style: white cropped jacket with brown wide-leg trousers, paired with minimalist top, light-brown contrast with cropped silhouette, sweet yet cool",Winter,Social
b41,"p233,p234,p235,p236,p237","Sweet-cool style: pink cropped jacket with grey wide-leg trousers, simple inner layer, bright top, loose bottoms, full sweet-cool aesthetic",Winter,Travel
b42,"p238,p239,p240,p241,p242","Minimalist neutral style: light grey cropped jacket with black wide-leg trousers, handbag, cool-toned basics, versatile daily neutral look",Autumn,School
b43,"p243,p244,p245,p246,p247,p248","Minimalist neutral style: dark grey cropped jacket with black wide-leg trousers, brown handbag, all-black basics, minimalist accessories, versatile neutral look",Winter,Business
b44,"p249,p250,p251,p252,p253","Minimalist neutral style: off-white long jacket with black wide-leg trousers, white handbag, light-dark contrast basics, minimalist sophisticated neutral look",Autumn/Winter,Social
b45,"p254,p255,p256,p257,p258,p259","Vintage preppy style: light blue cropped jacket with black maxi skirt, slouchy socks and ankle boots, light-toned clothing, vintage accessories, full preppy aesthetic",Winter,Business
b46,"p260,p261,p262,p263,p264,p265","Smart urban style: beige cropped jacket with brown straight-leg trousers, brown handbag, warm-toned minimalist tailoring, suitable for daily commute",Autumn/Winter,School
b47,"p266,p267,p268,p269,p270,p271","Sweet-cool style: dark blue cropped jacket with black mini skirt, knee-high boots, dark top with mini skirt, balanced sweet-cool look",Winter,Social
b48,"p272,p273,p274,p275,p276,p277","Sweet-cool style: red cropped jacket with brown mini skirt, platform boots, bright top with mini skirt, sweet with a cool edge",Autumn,Home
b49,"p278,p279,p280,p281,p282,p283","Smart urban style: tan cropped jacket with beige maxi skirt, simple inner layer, warm-toned soft fabric, full gentle temperament",Winter,Social
b50,"p284,p285,p286,p287,p288,p289","Vintage preppy style: dark knit jacket with black wide-leg trousers, simple inner layer, vintage preppy aesthetic",Autumn/Winter,Social
b51,"p290,p291,p292,p293,p294,p295","Vintage preppy style: plaid knit jacket with black wide-leg trousers, simple inner layer, preppy aesthetic",Winter,Travel
b52,"p296,p297,p298,p299,p300,p301","Smart urban style: off-white long trench coat with beige mini skirt, simple inner layer and handbag, monochromatic classic fit, commute essential",Winter,Home
b53,"p302,p303,p304,p305,p306,p307","Minimalist neutral style: white cropped jacket with black wide-leg trousers, paired with minimalist top, light-dark contrast basic style, minimalist and premium neutral look",Autumn,School
b54,"p308,p309,p310,p311,p312,p313","Sweet-cool style: tan cropped jacket with black mini skirt, knee-high boots, cropped top with mini skirt, balanced sweet-cool look",Winter,Social
b55,"p314,p315,p316,p317,p318,p319","Sweet-cool style: black cropped jacket with black mini skirt, knee-high boots, all-black outfit, cool with a sweet edge",Autumn/Winter,Travel
b56,"p320,p321,p322,p323,p324","Denim casual style: light blue denim jacket with black wide-leg trousers, simple inner layer, suitable for daily casual wear",Winter,Business
b57,"p325,p326,p327,p328,p329","Minimalist neutral style: black cropped jacket with black wide-leg trousers, brown handbag, minimalist accessories, versatile neutral look",Winter,Business
b58,"p330,p331,p332,p333,p334,p335","Edgy street style: dark grey cropped jacket with grey mini skirt, knee-high boots, cool-toned oversized fit, full street aesthetic",Autumn/Winter,Social
b59,"p336,p337,p338,p339,p340,p341","Edgy street style: red cropped jacket with grey mini skirt, knee-high boots, street aesthetic",Winter,Home
b60,"p342,p343,p344,p345,p346","Smart urban style: light grey cropped jacket with beige wide-leg trousers, simple inner layer, cool-toned loose fit, suitable for daily commute",Autumn,Social
b61,"p347,p348,p349,p350,p351,p352,p353","Sweet-cool style: white cropped jacket with black maxi skirt, simple inner layer, light-dark contrast cropped fit, sweet with a cool edge",Winter,Business
b62,"p354,p355,p356,p357","Sweet-cool style: pink cropped jacket with grey maxi skirt, simple inner layer, bright top with maxi skirt, balanced sweet-cool look",Autumn/Winter,Travel
b63,"p358,p359,p360,p361,p362","Vintage preppy style: tan cropped jacket with plaid maxi skirt, simple inner layer, plaid elements with vintage color palette, full preppy aesthetic",Winter,Social
b64,"p363,p364,p365,p366,p367,p368","Vintage preppy style: white cropped jacket with plaid maxi skirt, slouchy socks and ankle boots, plaid elements with vintage accessories, full preppy aesthetic",Winter,School
b65,"p369,p370,p371,p372,p373,p374","Smart urban style: tan cropped jacket with dark blue maxi skirt, simple inner layer, warm-toned soft fabric, full gentle temperament",Autumn,Travel
b66,"p375,p376,p377,p378","Edgy street style: black cropped jacket with black wide-leg trousers, simple inner layer, all-black oversized fit, full street aesthetic",Winter,Business
b67,"p379,p380,p381,p382,p383","Denim casual style: beige long jacket with denim wide-leg trousers, simple inner layer, full casual aesthetic",Autumn/Winter,Social
b68,"p384,p385,p386,p387,p388,p389","Denim casual style: tan cropped jacket with denim wide-leg trousers, simple inner layer, suitable for daily casual wear",Winter,Home
b69,"p390,p391,p392,p393,p394,p395","Denim casual style: light green cropped jacket with denim wide-leg trousers, simple inner layer, full casual aesthetic",Winter,School
b70,"p396,p397,p398,p399,p400,p401,p402","Premium commute style: dark brown long coat with black top, paired with black maxi skirt and handbag, full of professional elegance",Winter,Business
b71,"p403,p404,p405,p406,p407","Smart urban style: tan cropped jacket with brown mini skirt, simple inner layer, warm-toned cropped fit, suitable for daily commute",Autumn/Winter,Social
b72,"p408,p409,p410,p411","Smart urban style: beige long jacket with brown mini skirt, simple inner layer, monochromatic soft fabric, full gentle temperament",Autumn,Travel
b73,"p412,p413,p414,p415","Smart urban style: black cropped jacket with beige maxi skirt, simple inner layer, light-dark contrast cropped fit, versatile daily look",Winter,Business
b74,"p416,p417,p418,p419,p420,p421","Vintage preppy style: white cropped jacket with red inner layer, black mini skirt, slouchy socks and knee-high boots, bright inner layer with vintage accessories, full preppy aesthetic",Autumn/Winter,School
b75,"p422,p423,p424,p425,p426","Sweet-cool style: red cropped jacket with white mini skirt, platform boots, bright top with mini skirt, sweet with a cool edge",Winter,Social
b76,"p427,p428,p429,p430,p431,p432","Vintage preppy style: dark blue knit jacket with black mini skirt, slouchy socks and knee-high boots, knit piece with vintage accessories, full preppy aesthetic",Winter,Home
b77,"p433,p434,p435,p436,p437,p438,p439","Sweet-cool style: tan cropped jacket with pink inner layer, black mini skirt, slouchy socks and knee-high boots, bright inner layer with mini skirt, balanced sweet-cool look",Autumn,School
b78,"p440,p441,p442,p443,p444,p445","Sweet-cool style: white knit jacket with white mini skirt, slouchy socks and platform boots, monochromatic with plush accessories, full sweet aesthetic",Autumn/Winter,Social
b79,"p446,p447,p448,p449,p450,p451","Edgy street style: red cropped jacket with green wide-leg trousers, simple inner layer, color-blocked oversized fit, full street aesthetic",Winter,Travel
b80,"p452,p453,p454,p455,p456,p457","Sweet-cool style: pink cropped jacket with black wide-leg trousers, simple inner layer, bright top with loose bottoms, balanced sweet-cool look",Winter,Business
b81,"p458,p459,p460,p461,p462","Sweet-cool style: white cropped jacket with white mini skirt, platform boots, monochromatic cropped fit, full sweet aesthetic",Winter,School
b82,"p463,p464,p465,p466,p467,p468","Edgy street style: red cropped jacket with black mini skirt, knee-high boots, bright top with oversized fit, full street aesthetic",Autumn/Winter,Social
b83,"p469,p470,p471,p472,p473,p474","Edgy Streetwear: blue cropped jacket with black wide-leg trousers, minimalist top, color-blocked loose fit, street style",Autumn,Home
b84,"p475,p476,p477,p478,p479,p480,p481","Urban Chic: beige cropped jacket with black mini skirt, minimalist top, high-contrast cropped silhouette, office-ready",Winter,Social
b85,"p482,p483,p484,p485,p486,p487,p488","Vintage Preppy: tan cropped jacket with plaid skirt, slouchy socks and ankle boots, plaid elements with vintage palette, preppy aesthetic",Winter,Business
b86,"p489,p490,p491,p492,p493,p494,p495,p496","Edgy Streetwear: beige cropped jacket with purple wide-leg trousers, minimalist top, color-blocked loose fit, street style",Autumn/Winter,Social
b87,"p497,p498,p499,p500,p501,p502","Vintage Preppy: light gray cropped jacket with black mini skirt, slouchy socks and knee-high boots, basic pieces with vintage accessories, preppy aesthetic",Winter,Business
b88,"p503,p504,p505,p506,p507,p508","Edgy Streetwear: green cropped jacket with white mini skirt, knee-high boots, bright oversized top, street style",Autumn,Home
b89,"p509,p510,p511,p512,p513","Sophisticated Commuter: black long coat with black maxi skirt, minimalist top, monochromatic long silhouette, professional power look",Winter,Travel
b90,"p514,p515,p516,p517","Vintage Preppy: light blue cropped jacket with black mini skirt, slouchy socks and knee-high boots, light tones with vintage accessories, preppy aesthetic",Winter,Business
b91,"p518,p519,p520,p521,p522","Sweet & Edgy: red cropped jacket with white top, black mini skirt and knee-high boots, bright top with mini skirt, balanced style",Winter,Social
b92,"p523,p524,p525,p526,p527,p528,p529","Vintage Preppy: light gray knit jacket with gray maxi skirt, slouchy socks and knee-high boots, knitwear with basic pieces, preppy aesthetic",Autumn,School
b93,"p530,p531,p532,p533,p534,p535","Vintage Preppy: light blue cropped jacket with black mini skirt, slouchy socks and knee-high boots, light tones with vintage accessories, preppy aesthetic",Autumn/Winter,Social
b94,"p536,p537,p538,p539,p540","Sophisticated Commuter: dark gray long coat with white top, beige wide-leg trousers and handbag, cool-toned loose fit, smart casual",Winter,Business
b95,"p541,p542,p543,p544,p545","Urban Chic: tan cropped jacket with black maxi skirt, minimalist top, warm-toned cropped silhouette, versatile daily wear",Winter,School
b96,"p546,p547,p548,p549,p550","Minimalist Neutral: black cropped jacket with gray trousers, minimalist top, basic cool-toned pieces, versatile neutral style",Autumn/Winter,Travel
b97,"p551,p552,p553,p554,p555","Sophisticated Commuter: dark brown long coat with black top, black maxi skirt and handbag, long silhouette with slim skirt, professional elegance",Winter,Business
b98,"p556,p557,p558,p559,p560","Sophisticated Commuter: tan long coat with black top, black wide-leg trousers and handbag, long silhouette with loose bottoms, smart casual",Autumn,Social
b99,"p561,p562,p563,p564,p565","Sophisticated Commuter: black long coat with white top, black maxi skirt and handbag, high-contrast long silhouette, professional power look",Winter,Home
b100,"p566,p567,p568,p569,p570,p571","Sophisticated Commuter: beige long coat with matching wide-leg trousers, minimalist top, monochromatic loose fit, essential workwear",Winter,Business
b101,"p572,p573,p574,p575,p576,p577","Vintage Preppy: tan cropped jacket with plaid skirt, slouchy socks and knee-high boots, plaid elements with vintage palette, preppy aesthetic",Autumn,School
b102,"p578,p579,p580,p581,p582,p583,p584","Vintage Preppy: black cropped jacket with black mini skirt, slouchy socks and ankle boots, basic pieces with vintage accessories, preppy aesthetic",Autumn/Winter,Social
b103,"p585,p586,p587,p588,p589","Vintage Preppy: brown knit jacket with brown mini skirt, slouchy socks and knee-high boots, monochromatic knitwear, preppy aesthetic",Winter,Travel
b104,"p590,p591,p592,p593,p594,p595","Urban Chic: beige long trench coat with straight-leg trousers, minimalist top and handbag, classic basic pieces, office-ready",Autumn/Winter,School
b105,"p596,p597,p598,p599,p600,p601,p602","Sweet & Edgy: black cropped jacket with black mini skirt, colorful accessories, all-black look with bright accents, balanced style",Winter,Home
b106,"p603,p604,p605,p606,p607","Urban Chic: tan cropped jacket with beige mini skirt, minimalist top, warm-toned cropped silhouette, office-ready",Autumn/Winter,Social
b107,"p608,p609,p610,p611,p612,p613,p614","Vintage Preppy: light blue cropped jacket with black mini skirt, slouchy socks and knee-high boots, light tones with vintage accessories, preppy aesthetic",Autumn,School
b108,"p615,p616,p617,p618,p619,p620,p621","Sophisticated Commuter: black long coat with red top, black maxi skirt and handbag, bright top with long silhouette, professional elegance",Winter,Business
b109,"p622,p623,p624,p625,p626","Urban Chic: tan cropped jacket with white wide-leg trousers, minimalist top, warm-toned loose bottoms, versatile daily wear",Autumn/Winter,Social
b110,"p627,p628,p629,p630,p631,p632,p633","Sophisticated Commuter: tan long trench coat with black top, black maxi skirt and handbag, classic basic pieces, essential workwear",Winter,School
b111,"p634,p635,p636,p637,p638","Minimalist Neutral: white cropped jacket with blue wide-leg trousers, minimalist top, high-contrast basic pieces, minimalist neutral style",Autumn/Winter,Business
b112,"p639,p640,p641,p642","Urban Chic: beige cropped jacket with green mini skirt, minimalist top, bright bottoms with cropped silhouette, versatile daily wear",Winter,School
b113,"p643,p644,p645,p646,p647,p648,p649","Vintage Preppy: beige cropped jacket with plaid skirt, slouchy socks and knee-high boots, light-toned plaid elements, preppy aesthetic",Autumn,Travel
b114,"p650,p651,p652,p653","Vintage Preppy: red plaid jacket with black mini skirt, slouchy socks and knee-high boots, plaid elements with bright top, preppy aesthetic",Winter,Social
b115,"p654,p655,p656,p657,p658,p659","Vintage Preppy: light blue long jacket with black top, black trousers and minimalist accessories, light-toned basic pieces, preppy aesthetic",Autumn/Winter,School
b116,"p660,p661,p662,p663","Urban Chic: tan cropped jacket with white wide-leg trousers, minimalist top, warm-toned loose bottoms, office-ready",Autumn/Winter,Social
b117,"p664,p665,p666,p667","Urban Chic: black cropped jacket with beige wide-leg trousers, minimalist top, high-contrast cropped silhouette, versatile daily wear",Winter,Home
b118,"p668,p669,p670,p671,p672","Denim Casual: dark wash cropped jacket with blue jeans, minimalist top, basic denim jacket, casual style",Autumn/Winter,Business
b119,"p673,p674,p675,p676,p677","Sweet & Edgy: black cropped jacket with pink mini skirt, minimalist top, bright bottoms with cropped silhouette, balanced style",Autumn/Winter,School
b120,"p678,p679,p680,p681,p682","Vintage Preppy: tan cropped jacket with white mini skirt, slouchy socks and ankle boots, basic pieces with vintage accessories, preppy aesthetic",Autumn/Winter,Social
b121,"p683,p684,p685,p686,p687,p688,p689","Vintage Preppy: black cropped jacket with plaid skirt, slouchy socks and ankle boots, plaid elements with basic pieces, preppy aesthetic",Autumn,Travel
b122,"p690,p691,p692,p693,p694","Denim Casual: light blue denim jacket with matching jeans, minimalist top, all-denim basic look, casual style",Autumn,School
b123,"p695,p696,p697,p698","Sweet & Edgy: beige cropped jacket with blue jeans, minimalist top, light-toned loose bottoms, balanced style",Winter,Home
b124,"p699,p700,p701,p702,p703","Sophisticated Commuter: dark gray long coat with black mini skirt, slouchy socks and ankle boots, long silhouette with vintage accessories, smart casual",Autumn/Winter,Business
b125,"p704,p705,p706,p707,p708,p709","Smart casual urban: tan cropped jacket with black mini skirt, simple base layer, warm-toned cropped silhouette, suitable for daily commute",Autumn/Winter,Social
b126,"p710,p711,p712,p713","Denim casual: light blue denim jacket with matching jeans, simple base layer, all-denim basic styling, suitable for daily casual wear",Autumn,School
b127,"p714,p715,p716,p717,p718","Smart casual urban: beige cropped jacket with black maxi skirt, simple base layer, light-dark contrast cropped silhouette, versatile for daily wear",Autumn/Winter,Home
b128,"p719,p720,p721,p722","Sweet-cool girl style: white cropped jacket with blue jeans, simple base layer, light-colored loose bottoms, sweet-cool balance",Autumn,Social
b129,"p723,p724,p725,p726,p727","Trendy street avant-garde: red cropped jacket with black jeans, simple base layer, bright-colored oversized top, high street aesthetic",Autumn/Winter,Home
b130,"p728,p729,p730,p731,p732","Sweet-cool style: white cropped jacket with white mini skirt, platform boots, monochromatic cropped fit, full sweet aesthetic",Autumn/Winter,Business
b131,"p733,p734,p735,p736,p737,p738","Denim casual: light blue denim jacket with matching mini skirt, simple base layer, denim piece with mini skirt, high casual aesthetic",Autumn,School
b132,"p739,p740,p741,p742,p743","Denim casual: tan cropped jacket with blue jeans, simple base layer, denim piece with warm-toned jacket, suitable for daily casual wear",Autumn/Winter,Social
b133,"p744,p745,p746,p747,p748","Denim casual: light blue denim jacket with black mini skirt, simple base layer, denim piece with mini skirt, high casual aesthetic",Autumn,Business
b134,"p749,p750,p751,p752,p753","Minimalist neutral: black cropped jacket with black wide-leg trousers, white handbag, all-black basic styling with simple accessories, neutral style for multiple occasions",Winter,Business
b135,"p754,p755,p756,p757,p758","Trendy street avant-garde: light blue denim jacket with black mini skirt, knee-high boots, oversized denim piece, high street aesthetic",Winter,Social
b136,"p759,p760,p761,p762","Sweet-cool girl style: white cropped jacket with black mini skirt, platform boots, light-dark contrast cropped silhouette, sweet-cool balance",Autumn/Winter,School
b137,"p763,p764,p765,p766,p767","Minimalist neutral: black cropped jacket with black trousers, simple base layer, all-black basic styling with simple accessories, neutral style for multiple occasions",Autumn/Winter,Business
b138,"p768,p769,p770,p771","Denim casual: light blue denim jacket with black mini skirt, knee-high boots, denim piece with mini skirt, high casual aesthetic",Autumn/Winter,Social
b139,"p772,p773,p774,p775,p776,p777","Denim casual: tan cropped jacket with blue jeans, simple base layer, denim piece with warm-toned jacket, suitable for daily casual wear",Winter,Home
b140,"p778,p779,p780,p781","Minimalist neutral: white longline jacket with matching wide-leg trousers, simple base layer, monochromatic loose silhouette, minimalist high-end neutral style",Winter,Business
b141,"p782,p783,p784,p785","Minimalist neutral: light gray cropped jacket with matching wide-leg trousers, simple base layer, monochromatic basic styling, neutral style for multiple occasions",Autumn/Winter,Social
b142,"p786,p787,p788,p789,p790,p791","Smart casual urban: tan longline jacket with blue jeans, simple base layer, warm-toned loose bottoms, suitable for daily commute",Autumn/Winter,Business
b143,"p792,p793,p794,p795,p796","Trendy street avant-garde: black cropped jacket with black trousers, red accessories, all-black styling with bright accents, high street aesthetic",Autumn/Winter,Home
b144,"p797,p798,p799,p800","Sweet-cool girl style: white cropped jacket with black mini skirt, platform boots, light-dark contrast cropped silhouette, sweet-cool balance",Winter,Home
b145,"p801,p802,p803,p804,p805","Smart casual urban: beige longline jacket with black trousers, simple base layer, light-dark contrast longline silhouette, suitable for daily commute",Autumn,School
b146,"p806,p807,p808,p809","Smart casual urban: beige cropped jacket with brown wide-leg trousers, simple base layer, warm-toned loose bottoms, versatile for daily wear",Autumn/Winter,School
b147,"p810,p811,p812,p813","Trendy street avant-garde: black cropped jacket with black trousers, red base layer, bright-colored oversized base layer, high street aesthetic",Autumn/Winter,Business
b148,"p814,p815,p816,p817,p818","Denim casual: light blue denim jacket with matching jeans, simple base layer, all-denim styling, high casual aesthetic",Autumn,Social
b149,"p819,p820,p821,p822","Denim casual: black longline jacket with blue jeans, simple base layer, suitable for daily casual wear",Autumn/Winter,Home
b150,"p823,p824,p825,p826,p827","Sweet-cool girl style: white cropped jacket with plaid skirt, platform boots, plaid element cropped silhouette, sweet-cool balance",Winter,Business
b151,"p828,p829,p830,p831,p832","Sophisticated commute: beige patterned-trim knit top with matching wide-leg trousers, brown shoes and patterned scarf, gentle and relaxed with texture",Winter,Social
b152,"p833,p834,p835,p836,p837","Minimalist neutral: white base layer layered with navy plush vest, dark gray wide-leg trousers and brown tote bag, simple, comfortable and sophisticated",Winter,Business
b153,"p838,p839,p840,p841","Sophisticated commute: black base layer with gray knit cardigan, matching long skirt and brown slides, lazy and casual with style",Winter,Home
b154,"p842,p843,p844,p845","Minimalist neutral: black and white striped shirt with black longline trench coat, light blue wide-leg jeans and black shoes, sharp and sophisticated",Autumn/Winter,Home
b155,"p846,p847,p848,p849,p850","Sweet-cool girl style: white short-sleeve base layer with gray red-button vest, off-white wide-leg trousers and red-trimmed white sneakers, beret, fresh, elegant and playful",Autumn/Winter,School
b156,"p851,p852,p853,p854","Denim casual: red base layer with dark blue denim jacket, matching denim skirt and polka-dot socks, vintage, casual and youthful",Autumn/Winter,School
b157,"p855,p856,p857,p858","Minimalist neutral: white turtleneck base layer with khaki fur-collar trench coat, tan wide-leg trousers and off-white shoes, warm, high-end and relaxed",Autumn/Winter,Business
b158,"p859,p860,p861,p862,p863","Smart casual urban: burgundy knit sweater (with light blue shirt cuffs) with black irregular skirt, black shoes and black bag, smart, sophisticated and layered",Winter,Social
b159,"p864,p865,p866,p867,p868,p869","Sophisticated commute: black base layer with black quilted cropped jacket, black wide-leg jeans and black boots, brown bag, cool, sharp and powerful",Winter,Home
b160,"p870,p871,p872,p873,p874","Minimalist neutral: white base layer with khaki drawstring trench coat, matching wide-leg trousers and off-white sandals, wide-brim hat, fresh, casual and comfortable",Autumn/Winter,Business
b161,"p875,p876,p877,p878","Smart casual urban: dark brown turtleneck mid-sleeve knit top with matching wide-leg trousers, reddish-brown mini bag and black shoes, high-end, sharp and textured",Winter,Social
b162,"p879,p880,p881,p882,p883","Minimalist neutral: gray-white plush cardigan layered with black and white trim base layer, black wide-leg trousers and black shoes, soft, simple and relaxed",Winter,Business
b163,"p884,p885,p886,p887","Sophisticated commute: dark gray long wool coat with black turtleneck, black skirt and black high-heeled boots, sophisticated, sharp and powerful",Winter,Home
b164,"p888,p889,p890,p891,p892","Minimalist neutral: dark brown wide-lapel knit top with matching wide-leg trousers (with belt), patterned silk scarf and platform shoes, vintage, sophisticated and stylish",Winter,Home
b165,"p893,p894,p895,p896","Sophisticated commute: light brown wide-lapel coat with off-white knit set, light beige shoes, gentle, relaxed and high-end",Autumn,School
b166,"p897,p898,p899,p900","Sophisticated commute: khaki scarf-collar short down jacket with matching long skirt, brown socks and slides, warm, lazy and casual",Winter,School
b167,"p901,p902,p903,p904","Sophisticated commute: camel double-breasted coat with matching shirt, tan skirt and black shoes, elegant, appropriate for commuting",Winter,Business
b168,"p905,p906,p907,p908,p909","Vintage Preppy: Khaki lapel jacket layered over pink knit and pink shirt, paired with brown satin maxi skirt and black boots, color-blocked, soft, and dynamic.",Winter,Social
b169,"p910,p911,p912,p913","Smart Urban: Olive green long trench coat with ruffled shirt, matching skirt, and brown boots, intellectual, sharp, and sophisticated.",Winter,Home
